Firmennummer	Kundennummer	Artikelnummer	Auftragsnummer	Datum	Menge	Verkaufsumsatz	Einkaufsumsatz
848	40063	91161	74976	20240222	5.0	28. Feb	14. Jul
903	28326	91161	28609	20240222	10.0	60.84	30.94
196	90271	91161	42916	20240222	1.0	07. Feb	03. Jan
460	40766	91161	45875	20240222	4.0	21.89	Dez 38
196	50392	91161	63527	20240222	50.0	286.8	154.72
243	2285	91161	75332	20240222	8.0	48.0	24.75
848	54599	91161	19253	20240222	2.0	Okt 37	6.0
722	87723	91161	21577	20240222	5.0	27.96	15.47
712	7478	91161	85971	20240222	1.0	Mai 35	03. Jan
796	54052	91161	79801	20240222	2.0	0.0	0.0
796	54052	91161	75546	20240222	1.0	0.0	0.0
781	21221	91161	21738	20240222	20.0	110.4	61.89
414	14977	91161	13507	20240222	10.0	57.12	30.94
75	28550	91161	19865	20240222	10.0	50.04	30.02
712	7478	91161	29874	20240222	5.0	26.76	15.47
196	7260	91161	91535	20240222	10.0	61.8	29. Apr
650	80434	91161	21225	20240222	1.0	Jun 79	03. Jan
848	54599	91161	44566	20240222	10.0	51.84	30.02
318	31152	91161	39188	20240222	1.0	Aug 32	03. Jan
318	84662	91161	57522	20240222	1.0	Jun 58	Feb 88
914	84553	91161	12833	20240222	40.0	225.6	123.78
722	87723	91161	10705	20240222	3.0	16.78	Sep 28
212	40334	91161	86817	20240222	1.0	Jul 51	03. Jan
196	66430	91161	52216	20240222	1.0	Jun 89	03. Jan
414	61417	91161	86666	20240222	50.0	245.4	139.28
212	61717	91161	74881	20240222	100.0	607.96	309.44
212	77000	91161	15028	20240222	4.0	25.68	Dez 38
414	58676	91161	21555	20240222	7.0	39.14	21.66
414	58676	91161	19139	20240222	7.0	39.14	21.66
414	23077	91161	16222	20240222	20.0	110.4	61.89
650	98776	91161	55634	20240222	20.0	121.2	60.03
511	26986	91161	7285	20240222	30.0	136.44	78.91
115	74042	91161	91019	20240222	3.0	19.62	Sep 28
196	43989	91161	37398	20240222	80.0	432.0	235.2
593	22050	91161	75195	20240222	1.0	Jun 66	3.0
196	50392	91161	22182	20240222	25.0	143.4	77.36
196	91350	91161	55648	20240222	12.0	75.6	37.14
338	28837	91161	91544	20240222	1.0	Mai 71	03. Jan
103	57297	91161	22488	20240223	3.0	18.54	Aug 82
318	8847	91161	95232	20240223	50.0	312.0	154.72
712	43979	91161	36748	20240223	1.0	Mai 56	03. Jan
243	1452	91161	29866	20240223	10.0	59.52	30.94
914	84450	91161	29701	20240223	1.0	05. Sep	03. Jan
196	22105	91161	26578	20240223	4.0	0.0	0.0
103	11529	91161	28233	20240223	1.0	Mai 94	03. Jan
243	87419	91161	47481	20240223	4.0	38.06	Dez 38
414	15168	91161	50161	20240223	15.0	85.68	46.42
196	19863	91161	67269	20240223	5.0	30. Sep	15.47
118	40039	91161	25989	20240223	8.0	44.74	24.75
115	10983	91161	80838	20240223	20.0	135.6	61.89
414	2018	91161	22960	20240223	3.0	16.78	09. Jan
902	96504	91161	33448	20240223	10.0	57.12	30.94
902	34759	91161	23902	20240223	75.0	415.55	225.12
103	66340	91161	24882	20240223	4.0	0.0	0.0
220	27883	91161	32300	20240223	2.0	Nov 18	05. Jul
914	34090	91161	76752	20240223	10.0	56.4	30.94
585	62830	91161	46273	20240223	20.0	114.0	55.71
142	70340	91161	67615	20240223	20.0	116.4	61.89
115	42767	91161	53591	20240223	10.0	54.0	30.94
196	43394	91161	55417	20240223	200.0	957.6	563.2
196	6509	91161	81703	20240223	20.0	109.44	57.87
992	29280	91161	29668	20240223	6.0	32.76	18. Jan
103	11529	91161	55555	20240223	2.0	Nov 88	Jun 19
64	63357	91161	66996	20240224	1.0	Jul 73	03. Jan
856	78656	91161	63723	20240225	6.0	42.91	18.57
856	96871	91161	30219	20240225	1.0	Mai 82	03. Jan
414	78644	91161	17335	20240225	10.0	57.0	30.94
796	72149	91161	63591	20240225	2.0	14.18	Jun 19
414	6375	91161	31878	20240225	4.0	21.84	Nov 76
212	97744	91161	94458	20240225	1.0	Mai 64	03. Jan
922	75121	91161	63742	20240225	10.0	61.8	30.94
508	52077	91161	93673	20240225	1.0	Jul 15	03. Jan
705	89539	91161	70715	20240225	10.0	63.0	30.94
705	86167	91161	93839	20240225	7.0	39.9	21. Jan
75	45708	91161	81473	20240225	1.0	Apr 94	Feb 88
196	16289	91161	32475	20240225	1.0	Mai 64	03. Jan
914	86305	91161	67041	20240226	9.0	85.64	27.85
103	54739	91161	52780	20240226	1.0	Jun 18	Feb 48
712	42899	91161	38625	20240226	5.0	27.84	15.47
414	62044	91161	33552	20240226	10.0	57.12	30.94
914	65540	91161	98309	20240226	10.0	73.08	30.94
142	21276	91161	47968	20240226	2.0	Nov 64	Jun 19
414	61417	91161	70850	20240226	50.0	245.4	139.28
103	55214	91161	25379	20240226	3.0	17.86	Sep 28
414	23204	91161	86063	20240226	10.0	57.0	30.94
922	23961	91161	64047	20240226	20.0	132.24	61.89
848	47816	91161	27297	20240226	30.0	160.2	81.94
243	29877	91161	11326	20240226	1.0	05. Apr	03. Jan
914	428	91161	80976	20240226	20.0	116.88	61.89
414	92819	91161	70460	20240226	1.0	Mai 52	03. Jan
848	643	91161	6177	20240226	2.0	12. Jan	Mai 88
848	54256	91161	70145	20240226	20.0	130.18	53.5
722	23053	91161	34923	20240226	1.0	Mai 88	03. Jan
196	61130	91161	46380	20240226	9.0	53.57	27.85
712	94337	91161	62533	20240226	20.0	107.04	61.89
712	29655	91161	81451	20240226	15.0	85.5	46.42
796	92928	91161	60973	20240226	6.0	38.52	18.57
924	81551	91161	91815	20240226	10.0	61.8	30.94
196	41853	91161	78713	20240226	30.0	172.8	90.05
115	28326	91161	16730	20240226	7.0	46.62	21.66
922	54896	91161	10542	20240226	10.0	55.32	29. Apr
115	42767	91161	92367	20240226	7.0	37.8	21.66
196	24052	91161	73795	20240226	1.0	Jun 42	03. Jan
243	29877	91161	28619	20240226	2.0	Okt 81	Jun 19
118	96570	91161	80990	20240226	30.0	178.2	92.83
797	17300	91161	97566	20240226	20.0	123.6	61.89
722	41912	91161	44423	20240226	40.0	238.08	123.78
196	6586	91161	37813	20240226	1.0	Mai 89	03. Jan
856	78656	91161	22576	20240226	3.0	21.46	Sep 28
511	25150	91161	1238	20240226	10.0	64.2	30.94
924	30522	91161	11610	20240226	1.0	05. Jul	03. Jan
848	89451	91161	32775	20240226	6.0	31.19	18. Jan
511	47957	91161	61113	20240226	10.0	57.12	30.94
956	46199	91161	50316	20240226	27.0	155.2	77.72
848	54599	91161	88116	20240226	2.0	Okt 37	6.0
196	29877	91161	84967	20240226	10.0	61.8	30.94
924	5862	91161	5104	20240226	10.0	55.8	30.94
142	95839	91161	59560	20240226	10.0	57.0	30.94
75	36238	91161	9706	20240226	100.0	546.0	309.44
712	50985	91161	93826	20240226	10.0	59.16	30.94
196	3952	91161	24944	20240227	50.0	267.0	150.08
103	57297	91161	34783	20240227	2.0	Dez 36	Mai 88
414	14441	91161	214	20240227	10.0	57.12	30.94
103	72303	91161	15669	20240227	1.0	Jun 42	03. Jan
103	47777	91161	1196	20240227	1.0	Mai 95	03. Jan
243	80098	91161	18425	20240227	5.0	34.5	15.47
992	18119	91161	37133	20240227	1.0	Mai 44	Feb 85
903	30099	91161	86552	20240227	2.0	13.56	Jun 19
243	88110	91161	57255	20240227	13.0	74.1	40.22
914	10651	91161	22190	20240227	30.0	175.32	79.82
212	86345	91161	32869	20240227	3.0	21.49	Sep 28
903	64075	91161	65787	20240227	1.0	Mai 82	03. Jan
243	90141	91161	97665	20240227	8.0	54.24	24.75
243	4741	91161	25886	20240227	10.0	58.32	28.47
196	93916	91161	93116	20240227	7.0	41.24	21. Jan
196	91350	91161	55797	20240227	7.0	0.0	0.0
243	11823	91161	88179	20240227	4.0	23.33	Dez 38
196	74782	91161	1852	20240227	10.0	60.6	30.02
503	97230	91161	86952	20240227	8.0	47.52	24.75
414	14441	91161	2940	20240227	30.0	171.36	92.83
712	90037	91161	26705	20240227	10.0	63.24	30.94
115	66925	91161	87657	20240227	1.0	05. Jul	03. Jan
414	99780	91161	4608	20240227	10.0	55.8	29. Apr
414	28875	91161	69076	20240227	6.0	35.27	18.57
992	18119	91161	54360	20240227	14.0	75.26	42.02
951	17222	91161	35923	20240227	12.0	85.97	37.14
856	85204	91161	60158	20240227	2.0	12. Dez	Jun 19
414	3577	91161	17201	20240227	20.0	121.2	61.89
414	58676	91161	85682	20240227	8.0	44.74	24.75
712	83804	91161	77798	20240227	10.0	59.16	30.94
848	978	91161	76032	20240227	1.0	05. Jul	Feb 94
511	64990	91161	28050	20240227	4.0	27.17	Dez 38
848	14723	91161	93010	20240227	2.0	Okt 94	Mai 88
196	89206	91161	29987	20240227	11.0	67.32	34.04
243	27768	91161	96939	20240227	20.0	127.2	61.89
797	17300	91161	59673	20240227	10.0	61.8	30.94
822	17162	91161	48285	20240227	6.0	35.21	17.64
712	50985	91161	42329	20240227	10.0	59.16	30.94
115	38884	91161	76301	20240227	10.0	58.8	30.94
196	2363	91161	11824	20240227	20.0	95.76	56.32
593	41506	91161	45645	20240227	10.0	62.4	30.02
585	66288	91161	13789	20240227	2.0	Nov 16	Jun 19
115	51362	91161	66352	20240227	1.0	Jun 54	03. Jan
848	14177	91161	10565	20240227	10.0	55.92	29. Apr
914	10110	91161	62154	20240227	12.0	67.82	37.14
243	29877	91161	96092	20240227	6.0	32.44	18.57
992	50261	91161	66908	20240227	12.0	68.54	36.02
992	18119	91161	39634	20240227	3.0	16.31	09. Jan
414	14441	91161	83901	20240228	10.0	57.12	30.94
382	80000	91161	79030	20240228	1.0	Mai 95	03. Jan
320	32448	91161	19169	20240228	6.0	45.07	18.57
338	97737	91161	24999	20240228	20.0	123.6	61.89
103	5276	91161	41510	20240228	10.0	58.8	30.94
196	24052	91161	73907	20240228	1.0	Jun 42	03. Jan
196	93426	91161	23364	20240228	5.0	22.32	13.42
956	7137	91161	63268	20240228	10.0	56.28	28.16
797	653	91161	79348	20240228	2.0	Dez 36	Jun 19
212	76540	91161	89230	20240228	1.0	Jun 18	03. Jan
903	35548	91161	96774	20240228	2.0	18.55	Jun 19
196	70157	91161	79280	20240228	70.0	0.0	0.0
243	88312	91161	6196	20240228	9.0	60.48	27.85
414	57391	91161	80911	20240228	6.0	36.36	18.57
856	43581	91161	70501	20240228	1.0	Mai 76	03. Jan
243	82705	91161	12915	20240228	10.0	58.92	30.94
856	90381	91161	68375	20240228	1.0	Jun 23	03. Jan
243	29877	91161	31593	20240228	2.0	Okt 81	Jun 19
650	92309	91161	98350	20240228	2.0	13.58	Jun 19
414	58676	91161	69192	20240228	2.0	Nov 18	Jun 19
220	91325	91161	68626	20240228	2.0	Okt 22	Mai 45
922	54896	91161	82169	20240228	10.0	55.32	29. Apr
64	79817	91161	29810	20240228	2.0	Dez 36	Jun 19
64	63357	91161	49957	20240228	10.0	67.44	30.94
118	42587	91161	84296	20240228	20.0	110.4	61.89
712	52793	91161	2175	20240228	100.0	562.02	309.44
460	37972	91161	60647	20240228	100.0	519.6	300.16
75	85297	91161	49306	20240228	200.0	1068.0	600.32
712	1440	91161	944	20240228	100.0	562.02	300.16
196	93426	91161	51291	20240228	70.0	312.48	187.94
712	43979	91161	73461	20240228	2.0	11. Nov	Jun 19
722	15168	91161	10558	20240228	30.0	174.96	92.83
414	55894	91161	74149	20240228	40.0	223.68	123.78
75	11636	91161	66972	20240228	10.0	53.4	30.02
956	29848	91161	71484	20240228	10.0	66.48	30.94
103	57297	91161	57119	20240228	1.0	06. Dez	Feb 94
103	11529	91161	29855	20240228	2.0	11. Sep	Jun 19
712	54536	91161	88280	20240228	50.0	264.48	154.72
103	36119	91161	67792	20240228	5.0	28.87	15.47
243	64797	91161	64917	20240228	10.0	53.4	27.23
196	6586	91161	16019	20240228	3.0	17.68	Sep 28
196	93916	91161	1498	20240228	10.0	58.92	30.02
196	5364	91161	88534	20240228	1.0	05. Jul	03. Jan
103	36906	91161	26724	20240229	1.0	Jul 26	03. Jan
414	62044	91161	63546	20240229	10.0	57.12	30.94
848	55066	91161	63777	20240229	2.0	Dez 48	Mai 88
414	55894	91161	19480	20240229	2.0	Nov 18	Jun 19
103	11529	91161	77084	20240229	2.0	Nov 88	Jun 19
914	97978	91161	23182	20240229	30.0	153.36	92.83
115	2853	91161	21760	20240229	12.0	64.94	37.14
243	44892	91161	70151	20240229	1.0	Jun 18	03. Jan
338	76284	91161	43539	20240229	2.0	14. Feb	Jun 19
196	40370	91161	84410	20240229	1.0	Okt 82	03. Jan
414	61417	91161	81874	20240229	30.0	147.24	83.57
103	23370	91161	79742	20240229	20.0	119.04	61.89
64	79817	91161	30397	20240229	1.0	0.0	0.0
243	12783	91161	73418	20240229	10.0	55.4	30.94
409	24966	91161	36199	20240229	10.0	64.2	30.94
103	44250	91161	3691	20240229	10.0	59.4	30.94
243	1565	91161	69400	20240229	2.0	Okt 18	Mai 57
212	10834	91161	54539	20240229	20.0	126.0	61.89
848	92402	91161	83032	20240229	10.0	77.28	29. Apr
196	12591	91161	53087	20240229	3.0	20.34	Sep 28
914	49757	91161	84583	20240229	5.0	27.48	15.47
511	11667	91161	88520	20240229	9.0	59.51	27.85
511	11667	91161	88520	20240229	22.0	145.46	68.08
196	5131	91161	70821	20240229	30.0	157.32	90.05
992	38427	91161	74881	20240229	1.0	Mai 62	3.0
414	97335	91161	88808	20240229	1.0	Mai 52	03. Jan
103	54739	91161	19135	20240229	2.0	Dez 36	Apr 95
856	41506	91161	8867	20240229	5.0	27. Dez	15.47
914	87775	91161	4544	20240229	2.0	14.62	Jun 19
914	81630	91161	59567	20240229	4.0	23.52	Dez 38
705	90433	91161	72609	20240229	1.0	Jun 79	03. Jan
243	38443	91161	15933	20240229	4.0	20.93	Dez 38
243	30050	91161	99383	20240229	27.0	141.26	73.53
196	27488	91161	47255	20240229	19.0	110.81	55.86
103	47472	91161	45564	20240229	30.0	158.76	88.2
992	18119	91161	28969	20240229	1.0	Mai 38	3.0
127	79157	91161	65437	20240301	2.0	18.55	Jun 19
414	27084	91161	89740	20240301	2.0	12. Dez	Jun 19
903	71707	91161	24135	20240301	9.0	53.57	27.85
848	95441	91161	52126	20240301	2.0	Nov 83	Mai 88
196	55132	91161	23316	20240301	20.0	113.59	53.5
705	27826	91161	42750	20240301	50.0	265.2	143.12
902	96504	91161	72294	20240301	10.0	57.12	30.94
705	78586	91161	78950	20240301	1.0	Mai 72	03. Jan
196	15817	91161	1192	20240301	3.0	15. Jul	Sep 28
712	77295	91161	33799	20240301	5.0	47.58	15.47
196	79033	91161	87637	20240301	3.0	18.18	Sep 28
914	92319	91161	41582	20240301	4.0	20.45	Nov 39
914	26840	91161	6373	20240301	2.0	19. Mrz	Jun 19
103	57297	91161	57588	20240301	2.0	0.0	0.0
103	57297	91161	46576	20240301	4.0	0.0	0.0
103	15600	91161	23968	20240301	200.0	1046.4	450.56
848	55066	91161	32929	20240301	6.0	37.44	17.64
196	7260	91161	95624	20240301	10.0	61.8	29. Apr
196	69922	91161	68649	20240301	100.0	514.8	300.16
196	60726	91161	81577	20240301	1.0	06. Jun	Feb 94
705	45031	91161	19789	20240301	30.0	176.4	90.05
712	65469	91161	99331	20240301	7.0	44.18	21.66
848	18762	91161	94263	20240301	100.0	530.1	273.12
243	62963	91161	71833	20240301	40.0	209.28	113.89
115	47888	91161	16828	20240301	10.0	46.8	30.94
382	55377	91161	52307	20240301	100.0	570.0	309.44
914	72491	91161	26472	20240301	1.0	Mai 69	03. Jan
414	25875	91161	35871	20240303	20.0	114.0	61.89
908	48572	91161	66119	20240303	30.0	171.0	92.83
511	36968	91161	14610	20240303	100.0	481.2	263.04
243	30050	91161	11949	20240303	3.0	15. Jul	Aug 17
848	92353	91161	7797	20240303	10.0	59.4	29. Apr
914	69706	91161	52019	20240303	10.0	59.04	30.94
414	14441	91161	51424	20240304	30.0	171.36	92.83
992	89874	91161	98272	20240304	1.0	Mai 94	3.0
115	42549	91161	60054	20240304	30.0	178.56	92.83
414	52077	91161	95000	20240304	10.0	57.12	30.94
318	42751	91161	56416	20240304	3.0	22.82	Sep 28
781	21141	91161	31413	20240304	1.0	07. Jan	03. Jan
320	74314	91161	69631	20240304	2.0	21.65	Jun 19
797	49070	91161	9911	20240304	10.0	60.6	30.94
848	13411	91161	57972	20240304	30.0	165.96	88.2
243	98550	91161	35210	20240304	3.0	19.62	Sep 28
781	18344	91161	56488	20240304	3.0	19.62	Sep 28
902	54008	91161	438	20240304	10.0	63.48	30.94
212	73486	91161	64244	20240304	2.0	Okt 46	Jun 19
705	14106	91161	76441	20240304	2.0	Dez 84	Jun 19
414	89238	91161	56887	20240304	1.0	Mai 54	3.0
414	55812	91161	83611	20240304	1.0	Mai 59	03. Jan
414	97158	91161	76473	20240304	1.0	05. Jul	03. Jan
196	89206	91161	10753	20240304	10.0	61.2	30.94
103	11529	91161	47805	20240304	1.0	Mai 94	03. Jan
103	57297	91161	96038	20240304	6.0	37.08	17.64
243	87242	91161	16796	20240304	10.0	55.25	27.23
414	18028	91161	52245	20240304	10.0	55.32	29. Apr
320	23866	91161	89002	20240304	1.0	Mai 34	Feb 82
542	86719	91161	69687	20240304	4.0	22.37	Dez 38
196	48333	91161	65837	20240304	1.0	Mai 33	03. Jan
951	63159	91161	74788	20240304	1.0	Jun 95	03. Jan
414	98725	91161	23229	20240304	60.0	360.0	185.66
848	51653	91161	32277	20240304	1.0	06. Apr	Feb 94
243	4741	91161	39865	20240304	10.0	58.32	28.47
196	48333	91161	58343	20240304	10.0	53.28	30.94
414	36252	91161	71282	20240304	30.0	172.08	92.83
650	30883	91161	70757	20240304	1.0	Jun 61	3.0
956	27379	91161	99300	20240304	8.0	45.3	23. Feb
722	24750	91161	70352	20240304	1.0	Jun 78	03. Jan
705	51666	91161	58043	20240304	1.0	Jun 36	03. Jan
722	41252	91161	89406	20240304	18.0	119.02	55.7
243	78246	91161	71914	20240304	100.0	496.7	284.72
196	61446	91161	7311	20240304	11.0	62.44	33.02
243	38443	91161	5914	20240304	1.0	Mai 23	03. Jan
992	38427	91161	54889	20240304	5.0	28. Aug	15. Jan
848	14177	91161	23869	20240304	50.0	274.01	147.0
103	65449	91161	69779	20240304	70.0	363.89	207.48
243	38443	91161	47387	20240304	2.0	Okt 46	Jun 19
414	14441	91161	5734	20240305	10.0	57.12	30.94
103	57297	91161	67696	20240305	1.0	Jun 18	Feb 94
908	62532	91161	74856	20240305	6.0	37.08	18.57
914	97978	91161	4830	20240305	10.0	51.12	30.94
243	88110	91161	24236	20240305	22.0	125.4	68.08
896	4524	91161	84338	20240305	6.0	73.08	18.57
196	31882	91161	16352	20240305	40.0	221.63	123.78
142	59798	91161	68968	20240305	1.0	Mai 82	03. Jan
318	66839	91161	91575	20240305	10.0	64.8	30.94
373	14902	91161	51251	20240305	3.0	17.86	Sep 28
373	24376	91161	46383	20240305	2.0	13.61	Jun 19
409	24966	91161	63759	20240305	2.0	Dez 84	Jun 19
103	88961	91161	87750	20240305	10.0	58.2	29. Apr
103	65449	91161	8581	20240305	20.0	114.24	61.89
103	65449	91161	8581	20240305	20.0	114.24	61.89
243	38443	91161	91987	20240305	4.0	20.93	Dez 38
705	27826	91161	74965	20240305	3.0	15.91	Aug 58
103	57297	91161	40612	20240305	10.0	61.8	29. Apr
243	38443	91161	39139	20240305	7.0	36.62	21.66
856	64697	91161	94992	20240305	1.0	Mai 82	03. Jan
712	97615	91161	33252	20240305	50.0	255.6	154.72
593	41506	91161	63031	20240305	10.0	62.4	30.02
951	5612	91161	91056	20240305	1.0	Jun 61	03. Jan
212	38370	91161	50854	20240305	10.0	58.68	30.94
722	62889	91161	84328	20240305	1.0	Jun 61	03. Jan
234	27565	91161	49704	20240305	5.0	29.76	15.47
848	14177	91161	83449	20240305	50.0	279.6	147.0
856	96871	91161	36294	20240305	2.0	Nov 64	Jun 19
992	3813	91161	82617	20240305	4.0	23.81	12. Jan
927	63981	91161	59718	20240305	6.0	31.39	17.64
922	23961	91161	18099	20240305	10.0	66.12	30.94
127	86693	91161	83012	20240305	13.0	74.26	40.22
914	10651	91161	22026	20240305	2.0	Okt 22	Mai 32
115	8967	91161	18727	20240305	10.0	61.8	30.94
196	43989	91161	15204	20240305	80.0	432.0	235.2
103	16607	91161	36479	20240305	6.0	35.28	18.57
712	7704	91161	44684	20240305	10.0	55.68	30.94
103	11529	91161	18853	20240305	10.0	59.52	30.94
234	77365	91161	65912	20240305	2.0	11. Sep	Jun 19
914	84553	91161	68030	20240305	2.0	Okt 13	Jun 19
992	17056	91161	28362	20240306	5.0	33.0	15. Jan
712	7478	91161	36302	20240306	1.0	Mai 35	03. Jan
914	80293	91161	25605	20240306	1.0	05. Nov	03. Jan
992	3813	91161	57960	20240306	4.0	23.76	12. Jan
992	38427	91161	27660	20240306	14.0	79.63	42.02
103	5276	91161	23478	20240306	10.0	59.52	30.94
318	84332	91161	55125	20240306	19.0	124.26	58.79
797	44957	91161	21500	20240306	10.0	61.8	30.94
118	40039	91161	85030	20240306	4.0	22.37	Dez 38
712	77868	91161	5354	20240306	10.0	70.8	30.94
992	98528	91161	94476	20240306	10.0	56.64	30.02
196	44123	91161	95635	20240306	2.0	Sep 55	Mai 57
103	57297	91161	57318	20240306	20.0	123.6	58.8
196	3668	91161	60048	20240306	50.0	0.0	0.0
414	14977	91161	29435	20240306	7.0	39.98	21.66
414	61417	91161	8305	20240306	10.0	49.08	27.86
212	97744	91161	56385	20240306	1.0	Mai 64	03. Jan
414	61417	91161	5347	20240306	20.0	98.16	55.71
951	50678	91161	77662	20240306	1.0	06. Aug	03. Jan
196	40271	91161	91068	20240306	1.0	06. Mrz	03. Jan
64	29161	91161	99991	20240306	5.0	36.42	15.47
848	75688	91161	66071	20240306	20.0	185.52	58.8
196	93426	91161	32285	20240306	10.0	44.64	26.85
196	48333	91161	24552	20240306	7.0	37.3	21.66
118	26506	91161	85063	20240306	1.0	Jun 16	03. Jan
414	58676	91161	7139	20240306	8.0	44.74	24.75
848	55066	91161	85885	20240306	10.0	62.4	29. Apr
414	48857	91161	9227	20240306	2.0	Nov 42	6.0
593	99975	91161	31198	20240306	1.0	Jun 18	3.0
409	92180	91161	71213	20240306	15.0	89.1	46.42
196	5364	91161	30122	20240306	100.0	571.2	309.44
196	74782	91161	80057	20240306	3.0	18.18	09. Jan
196	98779	91161	86206	20240306	1.0	05. Jul	3.0
338	86943	91161	17214	20240307	6.0	35.35	18.57
712	37944	91161	23018	20240307	3.0	16.78	Sep 28
924	50579	91161	2881	20240307	100.0	510.0	309.44
650	57482	91161	64705	20240307	2.0	13.58	Jun 19
712	36865	91161	12272	20240307	20.0	118.32	61.89
511	30564	91161	44961	20240307	2.0	Okt 27	05. Jul
903	28326	91161	85868	20240307	4.0	24.34	Dez 38
797	19670	91161	2678	20240307	1.0	Mai 82	03. Jan
103	47777	91161	73179	20240307	7.0	41.66	21.66
196	3952	91161	90225	20240307	50.0	267.0	150.08
856	49572	91161	34098	20240307	7.0	40.84	21.66
212	10834	91161	96902	20240307	10.0	63.0	30.94
103	57297	91161	32308	20240307	2.0	Dez 36	Mai 88
196	79658	91161	30121	20240307	10.0	57.12	30.02
196	55132	91161	85492	20240307	50.0	296.64	147.0
196	89533	91161	96855	20240307	2.0	Nov 88	Mai 88
914	22432	91161	64504	20240307	11.0	65.08	34.04
243	38443	91161	76452	20240307	7.0	36.62	19. Jun
242	49761	91161	66194	20240307	1.0	Jun 24	Feb 63
856	41506	91161	86313	20240307	5.0	0.0	0.0
212	73486	91161	97227	20240307	5.0	26.16	15.47
414	37700	91161	65513	20240307	50.0	285.0	154.72
712	83804	91161	4654	20240307	10.0	59.16	30.94
338	57295	91161	13243	20240307	10.0	95.04	30.94
414	28650	91161	925	20240307	3.0	18.18	Sep 28
196	13000	91161	21514	20240307	2.0	Dez 84	Jun 19
414	32829	91161	7244	20240307	20.0	114.24	61.89
382	54571	91161	67251	20240307	3.0	17.64	Sep 28
103	5276	91161	18960	20240307	10.0	59.52	30.94
712	43979	91161	86049	20240307	12.0	62.78	37.14
103	57297	91161	42737	20240307	6.0	37.08	17.64
922	70782	91161	28205	20240307	1.0	Jun 44	03. Jan
722	72054	91161	82647	20240307	10.0	63.0	30.94
196	18037	91161	49678	20240307	20.0	104.64	58.8
722	76828	91161	53483	20240307	10.0	64.8	30.94
508	99513	91161	85381	20240307	20.0	113.04	56.94
992	38427	91161	93691	20240307	10.0	56.16	30.02
992	38427	91161	93691	20240307	20.0	112.32	60.03
220	91325	91161	48811	20240307	5.0	25.56	13.62
848	75837	91161	70536	20240307	10.0	54.36	29. Apr
705	537	91161	44684	20240307	1.0	06. Mrz	03. Jan
848	34500	91161	3677	20240307	5.0	29. Jan	15. Jan
848	33570	91161	63903	20240307	5.0	29. Apr	14. Jul
712	3171	91161	35962	20240307	1.0	Mai 92	03. Jan
196	33650	91161	15774	20240307	33.0	174.64	91.93
848	34500	91161	72834	20240307	10.0	58.2	29. Apr
914	45326	91161	96370	20240307	5.0	27. Mrz	15.47
196	92580	91161	47719	20240307	50.0	291.6	150.08
212	90221	91161	98123	20240308	2.0	Dez 89	Jun 19
414	83438	91161	1560	20240308	20.0	114.0	61.89
75	65227	91161	85417	20240308	5.0	26.52	15. Jan
75	65227	91161	37237	20240308	10.0	53.04	30.02
103	65540	91161	84499	20240308	1.0	Sep 26	03. Jan
712	29655	91161	66549	20240308	23.0	131.1	71.17
712	29655	91161	31690	20240308	50.0	285.0	154.72
414	52077	91161	96552	20240308	11.0	62.83	34.04
528	20176	91161	42567	20240308	6.0	55.66	18.57
196	18037	91161	1475	20240308	30.0	153.82	88.2
118	26506	91161	34804	20240308	1.0	0.0	0.0
243	80098	91161	18140	20240308	5.0	34.5	15.47
460	64955	91161	20028	20240308	10.0	121.8	29. Apr
903	70340	91161	54958	20240308	4.0	0.0	0.0
414	98921	91161	19272	20240308	10.0	60.6	30.94
712	42899	91161	87922	20240308	2.0	Nov 14	Jun 19
848	34500	91161	59516	20240308	1.0	Mai 88	3.0
414	15168	91161	65894	20240308	20.0	114.24	61.89
196	61515	91161	49298	20240308	1.0	Mai 94	03. Jan
118	26506	91161	14032	20240308	1.0	Dez 18	03. Jan
118	26506	91161	85751	20240308	1.0	0.0	0.0
118	26506	91161	12670	20240308	1.0	Jun 16	03. Jan
593	70189	91161	22654	20240308	1.0	Mai 94	03. Jan
196	16289	91161	4697	20240308	11.0	62.04	34.04
243	12783	91161	41179	20240308	4.0	22.85	Dez 38
896	95178	91161	80898	20240308	3.0	23. Sep	Sep 28
712	43979	91161	34601	20240308	1.0	Mai 56	03. Jan
414	14977	91161	10842	20240308	1.0	Mai 71	03. Jan
848	54256	91161	41448	20240308	40.0	260.35	109.25
196	27488	91161	73882	20240308	28.0	162.96	82.32
956	46199	91161	46716	20240310	30.0	172.44	86.35
722	62889	91161	57523	20240310	2.0	13.22	Jun 19
848	92353	91161	68915	20240310	15.0	89.1	45.02
414	18028	91161	19856	20240310	50.0	276.6	147.0
511	97320	91161	78669	20240310	14.0	81.31	43.32
414	83438	91161	19558	20240310	40.0	228.0	123.78
220	33313	91161	67051	20240310	10.0	54.6	28.47
320	76869	91161	85293	20240310	3.0	21.46	Sep 28
914	82522	91161	6324	20240310	1.0	Mai 81	03. Jan
196	13333	91161	5334	20240310	2.0	Okt 68	Mai 57
338	98084	91161	9197	20240311	10.0	63.0	30.94
712	88232	91161	72428	20240311	1.0	Mai 89	03. Jan
781	21141	91161	5159	20240311	1.0	07. Jan	03. Jan
118	40039	91161	13599	20240311	2.0	Nov 16	Jun 19
196	18037	91161	48450	20240311	20.0	103.68	58.8
196	54365	91161	27312	20240311	5.0	25. Feb	13.42
